ID,PRODUCTO,DIRECCION,LOCALIDAD,RECIBE
825,lavarropas,8972 Acker Drive,Sarandi,Nathaniel
827,plancha,6182 Russell Drive,Sarandi,Laurel
843,televisor,12 Red Cloud Street,Sarandi,Eydie
846,televisor,4 5th Hill,Sarandi,Thedric
848,plancha,9 Manley Crossing,Sarandi,Noella
851,mesa,43 Charing Cross Junction,Sarandi,Othelia
855,silla,38135 Lawn Parkway,Sarandi,Gussie
858,televisor,5350 Mcbride Way,Sarandi,Benni
863,pava,2 Bluejay Point,Sarandi,Valene
866,mesa,693 Saint Paul Center,Sarandi,Reggis
867,aire acondicionado,70 Monument Way,Sarandi,Marylou
873,silla,34 Warner Parkway,Sarandi,Clayborne
874,plancha,644 Village Green Alley,Sarandi,Eddy
877,aire acondicionado,959 Trailsway Circle,Sarandi,Brice
879,aire acondicionado,79700 Carpenter Way,Sarandi,Corrine
884,mesa,951 Stephen Lane,Sarandi,Nance
887,secarropas,09 Hanover Road,Sarandi,Marji
892,televisor,60 Marquette Drive,Sarandi,Ashely
903,pava,8920 Summerview Trail,Sarandi,Korney
917,plancha,3 Moose Terrace,Sarandi,Giovanni
937,mesa,83707 Swallow Circle,Sarandi,Irina
952,mesa,1657 Bunker Hill Alley,Sarandi,Adelina
969,silla,33 Summerview Crossing,Sarandi,Reta
971,lavarropas,7068 Mendota Avenue,Sarandi,Kit
981,lavarropas,36930 Bashford Place,Sarandi,Alistair
986,lavarropas,1 Mitchell Way,Sarandi,Bree
992,pava,925 Bowman Point,Sarandi,Diana
1000,televisor,17 Old Gate Lane,Sarandi,Orton
